dataset,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,family,pft,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc,growingCondition,status,light,Note
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804248,NA,NA,5.7,2,NA,0.031,NA,NA,0.144,NA,NA,NA,1.977,2.557,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000855299,NA,NA,5,0.4,NA,0.026,NA,NA,0.101,NA,NA,NA,1.278,1.473,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000314159,NA,NA,6.65,2.55,NA,0.029,NA,NA,0.048,NA,NA,NA,1.423,1.52,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000346361,NA,NA,2.15,0.52,NA,0.015,NA,NA,0.012,NA,NA,NA,0.334,0.355,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000113097,NA,NA,1.45,1.04,NA,0.0105,NA,NA,0.032,NA,NA,NA,0.121,0.186,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85E-05,NA,NA,0.8,0.18,NA,NA,NA,NA,0.009,NA,NA,NA,0.012,0.025,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,NA,NA,0.9,0.38,NA,NA,NA,NA,0.006,NA,NA,NA,0.016,0.025,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46E-05,NA,NA,0.6,0.07,NA,NA,NA,NA,0.004,NA,NA,NA,0.008,0.013,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-05,NA,NA,0.62,0.15,NA,NA,NA,NA,0.002,NA,NA,NA,0.005,0.009,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022698,NA,NA,5.6,3.05,NA,0.027,NA,NA,0.088,NA,NA,NA,1.265,1.469,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000176715,NA,NA,2,1.47,NA,0.015,NA,NA,0.033,NA,NA,NA,0.364,0.449,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000706858,NA,NA,7,2.83,NA,0.034,NA,NA,0.186,NA,NA,NA,2.609,3.188,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000314159,NA,NA,5.3,1.65,NA,0.02,NA,NA,0.129,NA,NA,NA,0.984,1.272,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066052,NA,NA,6.3,3.5,NA,0.038,NA,NA,0.308,NA,NA,NA,2.749,3.72,0.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000346361,NA,NA,6.3,3,NA,0.035,NA,NA,0.188,NA,NA,NA,2.626,3.118,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Ligustrum japonicum,Oleaceae,EA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000201062,NA,NA,6.1,4.46,NA,0.039,NA,NA,0.066,NA,NA,NA,2.464,2.648,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962113,NA,NA,6.2,2.2,NA,0.037,NA,NA,0.231,NA,NA,NA,2.688,3.385,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002206183,NA,NA,10.3,6.2,NA,0.068,NA,NA,0.367,NA,NA,NA,16.327,18.731,2.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005152997,NA,NA,10,5.5,NA,0.087,NA,NA,0.975,NA,NA,NA,24.097,32.409,7.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001590431,NA,NA,7.9,4.4,NA,0.054,NA,NA,0.361,NA,NA,NA,5.457,7.014,1.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001452201,NA,NA,8.2,3.65,NA,0.059,NA,NA,0.349,NA,NA,NA,7.365,8.748,1.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000530929,NA,NA,6.9,4.85,NA,0.048,NA,NA,0.137,NA,NA,NA,4.058,4.705,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Illicium anisatum,Illiciaceae,EA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001885741,NA,NA,8.3,5.6,NA,0.069,NA,NA,0.262,NA,NA,NA,11.912,13.221,1.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001520531,NA,NA,5.3,1.05,NA,0.049,NA,NA,0.101,NA,NA,NA,3.062,3.25,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Trachelospermum asiaticum,Apocynaceae,EA,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Trachelospermum asiaticum,Apocynaceae,EA,NA,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Akebia trifoliata,Lardizabalaceae,EA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Akebia trifoliata,Lardizabalaceae,EA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011309734,NA,NA,12.3,3.9,NA,0.128,NA,NA,2.37,NA,NA,NA,56.778,75.525,16.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001885741,NA,NA,8.3,3.45,NA,0.052,NA,NA,0.271,NA,NA,NA,6.018,6.896,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001320254,NA,NA,8.8,5.15,NA,0.063,NA,NA,0.287,NA,NA,NA,8.631,10.607,1.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Camellia japonica,Theaceae,EA,NA,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001809557,NA,NA,9,5.2,NA,0.073,NA,NA,0.341,NA,NA,NA,11.092,13.477,2.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Gardneria nutans,Loganiaceae,EA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Illicium anisatum,Illiciaceae,EA,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002827433,NA,NA,8.1,3.25,NA,0.068,NA,NA,0.361,NA,NA,NA,9.64,11.525,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Illicium anisatum,Illiciaceae,EA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005674502,NA,NA,11.1,6.95,NA,0.122,NA,NA,1.643,NA,NA,NA,51.345,59.755,6.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Illicium anisatum,Illiciaceae,EA,NA,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001256637,NA,NA,6.9,4.1,NA,0.058,NA,NA,0.317,NA,NA,NA,5.992,7.471,1.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020106193,NA,NA,10.3,3.1,NA,0.183,NA,NA,2.546,NA,NA,NA,69.615,101.758,29.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Gardneria nutans,Loganiaceae,EA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00430084,NA,NA,10.3,5.1,NA,0.109,NA,NA,0.645,NA,NA,NA,28.711,34.083,4.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,"Japan-Ise shrine Forest,  Kamijiyama Compartment 32-",34.43,136.73,TempF,NA,NA,NA,NA,Quercus glauca,Fagaceae,EA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007853982,NA,NA,10.2,3.3,NA,0.12,NA,NA,1.201,NA,NA,NA,32.384,45.263,11.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FW,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,Japan-Chiba Forest of Tokyo University-Godai,35.2,140.1,TempF,NA,NA,NA,NA,Cryptomeria japonica,Taxodiaceae,EG,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,0.0822,NA,NA,1.374,NA,NA,NA,9.122,11.136,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PM,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,Japan-Chiba Forest of Tokyo University-Godai,35.2,140.1,TempF,NA,NA,NA,NA,Cryptomeria japonica,Taxodiaceae,EG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,0.142,NA,NA,9.119,NA,NA,NA,39.223,51.901,3.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PM,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
Ishihara0000,Japan-Chiba Forest of Tokyo University-Godai,35.2,140.1,TempF,NA,NA,NA,NA,Cryptomeria japonica,Taxodiaceae,EG,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58,NA,NA,0.1655,NA,NA,7.185,NA,NA,NA,55.086,65.474,3.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PM,NA,NA,"Forestry Laboratories of Kyoto University, Tokyo University, Niigata University, Shinshu University (1965) Forest production data from the perspective of material cycle 2 [in Japanese with title translated by Ishihara].  pp. 371."
